id,author,average_word_length,standard_deviation_of_word_length,vocabulary_richness_measures,K_vocabulary_richness,R_vocabulary_richness,C_vocabulary_richness,H_vocabulary_richness,S_vocabulary_richness,k_vocabulary_richness,LN_vocabulary_richness,entropy,average_word_length,stddev_of_word_length,total_number_of_characters,frequency_of_alpha_characters,frequency_of_uppercase_characters,frequency_of_lowercase_characters,frequency_of_special_characters,frequency_of_digital_characters,frequency_of_whitespace_character,alpha_chars_ratio,uppercase_chars_ratio,lowercase_chars_ratio,special_chars_ratio,digital_chars_ratio,whitespace_chars_ratio,total_number_of_sentences,average_number_of_words_per_sentence,frequency_of_noun,frequency_of_proper_noun,frequency_of_pronoun,frequency_of_ordinal_adjectives,frequency_of_comparative_adjectives,frequency_of_superlative_adjectives,frequency_of_adverbs,frequency_of_comparative_adverbs,frequency_of_superlative_adverbs,frequency_of_modal_auxiliary,frequency_of_base_form_verb,frequency_of_past_verb,frequency_of_present_participle_verb,frequency_of_past_participle_verb,frequency_of_particle,frequency_of_wh_words,frequency_of_conjunction,frequency_of_numerical_word,frequency_of_determiner,frequency_of_existential_there,frequency_of_existential_to,frequency_of_preposition,frequency_of_genitive_marker,frequency_of_quotation,frequency_of_comma,frequency_of_terminator,total_number_of_words,total_number_of_distinct_words
4133,Shakespeare,4.07677,0.0651541,0.32874,358.186,10.4785,0.83932,692.363,0.137725,3.00327,-0.144432,465.936,4.07677,0.0651541,5625,3961,680,3281,653,12,999,0.704178,0.120889,0.583289,0.116089,0.00213333,0.1776,5,1124.4,169,545,85,42,0,2,26,0,0,24,51,14,5,7,0,13,23,7,45,1,17,66,9,0,49,13,1016,334
4134,Shakespeare,4.04492,0.0298462,0.34082,319.061,10.9062,0.844708,693.147,0.157593,3.0242,-0.144268,478.915,4.04492,0.0298462,5617,3985,827,3158,613,20,999,0.709453,0.147232,0.562222,0.109133,0.00356062,0.177853,4,1403.5,164,558,79,74,0,2,36,0,0,27,49,13,4,6,0,11,28,8,43,1,15,64,7,0,58,9,1024,349
4135,Shakespeare,4.14481,0.0277025,0.298006,569.406,9.19966,0.823512,685.961,0.15493,2.93354,-0.145779,430.357,4.14481,0.0277025,5422,3685,832,2853,784,28,925,0.679639,0.153449,0.52619,0.144596,0.00516415,0.170601,3,1806.67,125,660,56,42,0,3,31,0,0,18,33,7,5,7,0,10,22,10,29,0,11,45,8,0,52,8,953,284
4136,Shakespeare,4.14925,0.0375245,0.298507,662.208,9.14232,0.823348,684.375,0.139286,2.9297,-0.146117,421.587,4.14925,0.0375245,5368,3584,693,2891,830,40,914,0.66766,0.129098,0.538562,0.15462,0.00745157,0.170268,2,2683.5,113,615,54,44,2,2,38,0,0,12,38,7,3,9,0,7,24,13,26,0,13,46,3,1,59,9,938,280
4137,Shakespeare,4.20384,0.0260093,0.328709,524.46,10.0619,0.837405,684.268,0.116883,2.97949,-0.14614,443.169,4.20384,0.0260093,5419,3659,684,2975,803,40,917,0.675217,0.126223,0.548994,0.148182,0.00738144,0.169219,7,773.714,115,587,63,53,2,1,31,0,0,12,45,6,4,10,0,11,25,13,28,1,22,47,6,0,54,15,937,308
4138,Shakespeare,4.1921,0.0389443,0.345784,394.843,10.5846,0.844807,684.268,0.114198,3.00583,-0.14614,462.937,4.1921,0.0389443,5414,3704,730,2974,751,36,923,0.684152,0.134836,0.549317,0.138714,0.00664943,0.170484,10,541,120,501,79,113,3,2,33,0,0,17,56,6,2,6,0,16,30,10,29,1,23,44,4,0,62,22,937,324
4139,Shakespeare,4.13319,0.0284085,0.311493,417.901,9.50437,0.829384,683.626,0.162069,2.94962,-0.146277,453.58,4.13319,0.0284085,5332,3651,823,2828,742,24,915,0.684734,0.154351,0.530383,0.13916,0.00450113,0.171605,11,484.273,105,556,84,71,1,2,34,0,0,19,52,4,4,4,1,20,27,6,35,1,22,38,5,0,61,28,931,290
4140,Shakespeare,4.16973,0.0272991,0.307027,450.524,9.33786,0.827108,682.979,0.15493,2.94019,-0.146415,448.751,4.16973,0.0272991,5342,3640,712,2928,780,12,910,0.681393,0.133283,0.548109,0.146013,0.00224635,0.170348,13,410.538,120,485,77,111,4,2,33,0,0,16,57,4,3,3,1,16,28,4,35,0,14,41,4,0,66,24,925,284
4141,Shakespeare,4.15272,0.00493931,0.34728,286.694,10.7376,0.84589,686.276,0.135542,3.01392,-0.145713,483.285,4.15272,0.00493931,5450,3790,753,3037,704,20,936,0.695413,0.138165,0.557248,0.129174,0.00366972,0.171743,17,320.176,139,567,78,31,4,1,28,0,0,13,58,9,5,8,4,10,28,6,50,1,17,59,5,0,64,19,956,332
4142,Shakespeare,4.26489,0.00863988,0.396809,249.457,12.1659,0.864984,684.588,0.131367,3.07831,-0.146072,501.294,4.26489,0.00863988,5495,3821,767,3054,714,34,926,0.695359,0.139581,0.555778,0.129936,0.00618744,0.168517,18,304.944,151,585,63,52,4,1,19,0,1,7,53,16,3,7,4,2,30,9,50,1,15,63,5,0,62,8,940,373
4143,Shakespeare,4.14491,0.123588,0.427544,225.408,13.3363,0.876504,688.038,0.122596,3.12685,-0.14534,516.45,4.14491,0.123588,5512,3872,745,3127,642,46,952,0.702467,0.13516,0.567308,0.116473,0.00834543,0.172714,15,367.133,172,525,77,55,1,3,16,0,2,8,41,21,4,11,4,8,33,11,59,1,15,74,10,0,66,8,973,416
4144,Shakespeare,4.09886,0.0613272,0.399584,255.5,12.3871,0.866433,686.797,0.117188,3.08824,-0.145602,504.71,4.09886,0.0613272,5417,3758,739,3019,674,46,939,0.693742,0.136422,0.55732,0.124423,0.00849179,0.173343,13,416.308,171,503,68,82,1,2,20,0,3,11,35,14,2,8,1,9,34,12,50,0,11,66,14,0,65,8,961,384
4145,Shakespeare,4.04708,0.065492,0.387922,223.964,12.1253,0.862452,688.449,0.129288,3.07761,-0.145253,503.39,4.04708,0.065492,5428,3724,665,3059,669,84,951,0.686072,0.122513,0.563559,0.12325,0.0154753,0.175203,16,338.812,189,439,75,84,2,2,16,0,2,13,33,8,2,6,1,12,35,25,59,0,10,71,17,0,67,10,977,379
4146,Shakespeare,4.07423,0.0024173,0.354189,310.847,10.8765,0.848457,684.907,0.11976,3.02017,-0.146004,477.18,4.07423,0.0024173,5324,3554,692,2862,757,88,925,0.667543,0.129977,0.537566,0.142186,0.0165289,0.173742,14,379.857,147,484,69,110,3,1,16,0,2,11,39,5,0,2,1,7,28,28,51,0,10,55,11,0,60,12,943,334
4147,Shakespeare,4.11534,0.289018,0.350265,294.348,10.7674,0.846878,685.118,0.132931,3.01499,-0.145959,477.125,4.11534,0.289018,5374,3587,739,2848,749,108,930,0.667473,0.137514,0.529959,0.139375,0.0200968,0.173055,13,413,154,483,82,82,2,1,12,0,1,7,42,6,2,1,2,6,28,32,52,0,13,56,8,0,58,15,945,331
4148,Shakespeare,4.15746,0.188666,0.375391,292.797,11.625,0.857296,686.589,0.138889,3.05523,-0.145646,486.668,4.15746,0.188666,5475,3730,696,3034,722,76,947,0.681279,0.127123,0.554155,0.131872,0.0138813,0.172968,9,608.111,162,467,84,85,3,2,18,0,1,12,48,8,5,2,1,6,25,21,44,0,12,67,5,0,61,16,959,360
4149,Shakespeare,4.15855,0.0694862,0.382383,227.12,11.8785,0.860112,687.213,0.138211,3.0666,-0.145514,499.3,4.15855,0.0694862,5502,3806,735,3071,670,72,954,0.691748,0.133588,0.558161,0.121774,0.0130862,0.173391,20,274.9,177,461,76,72,3,1,18,0,0,11,56,9,6,3,1,6,31,19,43,0,18,86,5,0,64,23,965,369
4150,Shakespeare,4.11099,0.0289041,0.348837,205.516,10.7292,0.846306,685.224,0.133333,3.01318,-0.145936,488.762,4.11099,0.0289041,5377,3727,705,3022,660,56,934,0.693137,0.131114,0.562023,0.122745,0.0104147,0.173703,28,191.964,182,453,66,74,3,1,16,0,0,10,71,11,4,3,0,5,44,18,42,0,23,90,8,0,76,30,946,330
4151,Shakespeare,4.04077,0.00133555,0.320815,195.62,9.79407,0.833723,683.733,0.140468,2.96528,-0.146254,482.465,4.04077,0.00133555,5253,3572,730,2842,682,80,919,0.679992,0.138968,0.541024,0.129831,0.0152294,0.174948,40,131.025,167,471,73,67,1,0,18,0,1,3,78,12,2,4,2,2,48,24,41,0,23,81,8,0,68,37,932,299
4152,Shakespeare,4.01797,0.0656099,0.349894,209.941,10.7617,0.846747,685.224,0.123867,3.01475,-0.145936,491.693,4.01797,0.0656099,5285,3579,676,2903,692,84,930,0.6772,0.127909,0.54929,0.130937,0.015894,0.17597,33,159.727,169,472,71,51,2,0,17,0,1,10,70,12,2,4,3,2,42,25,59,1,19,71,9,1,64,32,946,331
4153,Shakespeare,4.03024,0.000960182,0.372984,211.104,11.7475,0.857064,689.972,0.175676,3.06164,-0.144932,505.003,4.03024,0.000960182,5475,3788,613,3175,646,72,969,0.691872,0.111963,0.579909,0.117991,0.0131507,0.176986,26,209.962,175,443,87,45,3,1,24,0,1,15,65,13,2,9,3,10,33,24,67,1,16,75,7,0,62,23,992,370
4154,Shakespeare,4.10071,0.0670023,0.35707,268.16,11.1952,0.850547,689.061,0.148148,3.03643,-0.145124,486.713,4.10071,0.0670023,5508,3826,629,3197,686,36,960,0.694626,0.114198,0.580428,0.124546,0.00653595,0.174292,17,323.588,163,442,82,83,4,2,22,0,0,16,54,14,3,7,2,11,29,15,71,1,14,70,9,0,57,15,983,351
4155,Shakespeare,4.12474,0.0279876,0.366053,239.774,11.4476,0.854045,688.551,0.128492,3.04783,-0.145231,494.57,4.12474,0.0279876,5518,3842,599,3243,670,44,962,0.696267,0.108554,0.587713,0.121421,0.0079739,0.174339,17,324.294,169,422,84,80,4,2,28,0,0,16,54,14,4,10,2,14,31,18,63,0,13,74,7,0,57,14,978,358
4156,Shakespeare,4.14694,0.0685814,0.397959,219.575,12.4581,0.866222,688.755,0.117949,3.09172,-0.145188,505.382,4.14694,0.0685814,5547,3870,536,3334,666,48,963,0.697674,0.0966288,0.601046,0.120065,0.00865333,0.173607,18,307.778,175,394,84,94,5,2,27,0,0,16,55,11,6,7,2,13,33,14,61,0,12,75,6,0,69,22,980,390
4157,Shakespeare,4.07173,0.0299288,0.410603,215.68,12.7353,0.870414,686.901,0.129114,3.10266,-0.14558,511.115,4.07173,0.0299288,5403,3752,575,3177,651,52,948,0.694429,0.106422,0.588007,0.120489,0.00962428,0.175458,27,199.519,188,434,81,55,5,1,20,0,0,15,54,6,4,10,1,11,27,15,66,0,15,75,3,0,71,29,962,395
4158,Shakespeare,4.138,0.0696599,0.35138,510.163,10.7846,0.847271,684.801,0.148036,3.01572,-0.146027,453.744,4.138,0.0696599,5387,3672,565,3107,768,16,931,0.681641,0.104882,0.576759,0.142565,0.00297011,0.172823,5,1076.8,144,510,58,131,3,1,23,0,0,9,57,17,2,3,1,9,27,6,35,0,9,53,4,1,71,14,942,331
4159,Shakespeare,4.03735,0.0314483,0.302028,630.227,9.24521,0.825034,684.268,0.151943,2.93548,-0.14614,425.774,4.03735,0.0314483,5273,3540,635,2905,790,16,927,0.671345,0.120425,0.55092,0.14982,0.00303433,0.175801,2,2636,122,572,57,122,5,2,24,1,0,12,48,14,1,2,0,4,18,6,39,0,10,58,2,1,49,7,937,283
4160,Shakespeare,4.0302,0.0975409,0.295577,711.695,8.99934,0.821599,683.195,0.127737,2.92105,-0.146369,416.992,4.0302,0.0975409,5228,3476,605,2871,821,12,919,0.664881,0.115723,0.549158,0.157039,0.00229533,0.175784,4,1306.5,111,543,60,138,6,2,23,1,0,11,32,22,1,3,0,7,13,6,38,0,5,63,1,1,44,11,927,274
4161,Shakespeare,3.96995,0.0975408,0.329534,394.663,10.2368,0.838467,687.213,0.128931,2.98943,-0.145514,463.144,3.96995,0.0975408,5315,3610,539,3071,736,20,949,0.67921,0.101411,0.577799,0.138476,0.00376294,0.178551,7,759.143,134,505,71,114,5,2,33,1,0,16,48,24,0,5,1,8,21,7,43,0,9,63,2,0,54,7,965,318
4162,Shakespeare,3.99057,0.097434,0.334382,413.068,10.328,0.840326,686.066,0.134796,2.99365,-0.145757,462.824,3.99057,0.097434,5294,3588,529,3059,749,16,941,0.677748,0.0999244,0.577824,0.141481,0.00302229,0.177748,8,661.625,135,487,75,129,2,0,33,0,1,14,51,24,0,6,2,11,21,6,39,0,10,54,1,0,54,7,954,319
4163,Shakespeare,3.94233,0.0339423,0.354274,303.36,11.0395,0.849137,687.833,0.148256,3.02879,-0.145383,482.184,3.94233,0.0339423,5311,3637,526,3111,696,24,954,0.684805,0.0990397,0.585765,0.131049,0.00451892,0.179627,9,590,149,500,92,74,0,0,37,1,1,14,59,16,1,7,3,10,30,8,48,1,14,55,2,1,65,8,971,344
4164,Shakespeare,3.91788,0.163854,0.380457,328.059,11.8003,0.859313,686.901,0.120219,3.06309,-0.14558,483.148,3.91788,0.163854,5252,3572,602,2970,703,32,945,0.680122,0.114623,0.565499,0.133854,0.00609292,0.179931,9,583.222,148,464,95,86,3,0,27,1,1,17,51,10,1,7,2,9,30,10,58,2,14,59,3,0,68,13,962,366
4165,Shakespeare,3.99591,0.224081,0.377687,291.935,11.8054,0.858568,688.449,0.119241,3.06375,-0.145253,489.014,3.99591,0.224081,5384,3742,706,3036,661,24,957,0.695022,0.131129,0.563893,0.122771,0.00445765,0.177749,10,538,143,492,107,59,3,0,29,1,0,18,53,7,4,8,1,9,37,7,52,2,11,65,3,0,72,18,977,369
4166,Shakespeare,3.95323,0.00147519,0.385075,266.944,12.2075,0.861948,691.274,0.0981912,3.08189,-0.144659,502.588,3.95323,0.00147519,5454,3846,760,3086,570,52,986,0.705171,0.139347,0.565823,0.10451,0.00953429,0.180785,10,544.9,156,472,105,47,4,0,37,0,0,24,66,6,4,8,0,9,52,13,58,1,9,71,3,0,76,23,1005,387
4167,Shakespeare,3.98612,0.0310446,0.373637,290.959,11.8685,0.857668,691.672,0.114058,3.06744,-0.144576,497.499,3.98612,0.0310446,5508,3912,783,3129,549,52,995,0.71024,0.142157,0.568083,0.0996732,0.00944081,0.180646,8,687.875,153,480,105,45,1,0,41,1,0,27,68,10,6,10,0,14,47,14,51,1,9,65,3,0,78,24,1009,377
4168,Shakespeare,3.93056,0.0608068,0.386905,265.377,12.2838,0.862693,691.572,0.115385,3.0852,-0.144597,501.775,3.93056,0.0608068,5447,3821,711,3110,561,72,993,0.701487,0.130531,0.570956,0.102992,0.0132183,0.182302,9,604.556,149,452,103,47,1,0,42,1,0,24,70,17,6,14,1,17,50,19,52,1,12,58,5,1,83,24,1008,390
4169,Shakespeare,3.86053,0.00438624,0.361029,284.702,11.4794,0.852747,691.87,0.10411,3.05026,-0.144535,493.019,3.86053,0.00438624,5382,3780,751,3029,564,48,990,0.702341,0.139539,0.562802,0.104794,0.00891862,0.183946,8,672.125,142,452,116,52,0,0,42,3,0,24,70,21,8,12,1,18,31,14,41,2,12,68,8,0,85,22,1011,365
4170,Shakespeare,3.84848,0.0360024,0.358749,262.812,11.4744,0.852084,693.049,0.144414,3.0504,-0.144289,497.825,3.84848,0.0360024,5413,3805,719,3086,557,52,999,0.702937,0.132828,0.570109,0.1029,0.0096065,0.184556,6,901.667,149,451,107,53,0,1,45,2,1,13,65,23,8,10,2,12,37,16,45,1,15,84,10,0,86,22,1023,367
4171,Shakespeare,3.88252,0.0348193,0.379612,240.456,12.1831,0.860377,693.731,0.127877,3.08155,-0.144147,505.883,3.88252,0.0348193,5469,3858,631,3227,563,48,1000,0.705431,0.115378,0.590053,0.102944,0.00877674,0.182849,5,1093.2,182,396,90,65,0,2,40,2,1,18,62,17,6,6,4,8,32,15,47,1,12,102,13,0,84,30,1030,391
4172,Shakespeare,3.99104,0.0628055,0.369154,296.745,11.7028,0.85584,691.274,0.12938,3.06005,-0.144659,487.337,3.99104,0.0628055,5482,3810,628,3182,652,44,976,0.695002,0.114557,0.580445,0.118935,0.00802627,0.178037,5,1095.6,170,441,74,85,0,2,31,0,1,13,59,16,3,9,4,5,29,13,48,0,13,79,9,0,70,28,1005,371
4173,Shakespeare,3.98288,0.0311908,0.371601,314.041,11.7099,0.856547,690.073,0.130081,3.06001,-0.144911,484.285,3.98288,0.0311908,5429,3758,663,3095,660,44,967,0.692209,0.122122,0.570087,0.121569,0.00810462,0.178118,6,904,174,454,80,83,0,2,28,1,0,14,66,10,1,9,3,5,32,11,40,0,10,73,8,0,66,28,993,369
4174,Shakespeare,3.88788,0.0353455,0.357576,311.152,11.2509,0.850906,689.771,0.110169,3.03921,-0.144975,484.323,3.88788,0.0353455,5330,3687,723,2964,640,32,971,0.691745,0.135647,0.556098,0.120075,0.00600375,0.182176,5,1065.4,142,485,102,71,0,1,35,1,0,10,73,12,1,12,0,7,34,9,45,1,20,66,6,0,63,21,990,354
4175,Shakespeare,3.86314,0.0588881,0.38961,257.046,12.3267,0.863563,690.875,0.102564,3.08681,-0.144743,503.464,3.86314,0.0588881,5350,3733,690,3043,581,52,984,0.697757,0.128972,0.568785,0.108598,0.00971963,0.183925,7,764.143,154,452,115,53,0,2,37,1,0,9,80,11,2,13,0,9,45,15,49,1,22,78,6,0,73,17,1001,390
4176,Shakespeare,3.88235,0.0599463,0.401623,254.373,12.6112,0.867669,689.366,0.10101,3.09821,-0.14506,505.2,3.88235,0.0599463,5312,3691,688,3003,607,44,970,0.694842,0.129518,0.565324,0.11427,0.00828313,0.182605,12,442.333,139,460,113,60,0,1,32,0,0,10,80,19,4,11,1,11,37,13,54,1,26,71,4,1,76,15,986,396
4177,Shakespeare,3.97698,0.000728416,0.422422,232.104,13.3515,0.875231,690.675,0.123223,3.12808,-0.144785,512.549,3.97698,0.000728416,5447,3810,622,3188,604,60,973,0.699468,0.114191,0.585276,0.110887,0.0110152,0.17863,13,418.692,174,412,93,68,0,2,32,0,0,13,66,25,7,8,1,15,34,16,64,2,18,80,2,1,78,14,999,422
4178,Shakespeare,4.00598,0.0313711,0.420319,240.691,13.3182,0.874599,691.175,0.123223,3.12691,-0.14468,513.103,4.00598,0.0313711,5493,3877,653,3224,585,56,975,0.705807,0.118879,0.586929,0.106499,0.0101948,0.177499,13,422.077,190,411,85,64,1,1,32,0,0,14,57,27,8,4,1,17,38,16,62,2,14,83,4,0,84,19,1004,422
4179,Shakespeare,4.00098,0.0627147,0.404528,253.038,12.8942,0.869283,692.363,0.116788,3.11048,-0.144432,507.629,4.00098,0.0627147,5534,3922,792,3130,575,52,985,0.70871,0.143115,0.565594,0.103903,0.00939646,0.177991,10,553.1,172,470,91,52,1,1,31,0,0,20,59,24,7,8,0,19,35,17,62,3,16,78,4,0,73,19,1016,411
4180,Shakespeare,3.94747,0.0607399,0.373541,270.538,11.9766,0.858014,693.537,0.111979,3.07267,-0.144187,496.527,3.94747,0.0607399,5532,3931,961,2970,563,36,1002,0.710593,0.173717,0.536876,0.101772,0.00650759,0.181128,12,460.417,138,573,104,44,1,0,31,0,0,22,74,16,4,8,1,14,36,13,55,2,21,69,7,0,61,19,1028,384
4181,Shakespeare,3.84159,0.0574098,0.348882,336.613,11.1915,0.848188,693.634,0.111421,3.03769,-0.144167,480.367,3.84159,0.0574098,5430,3854,1075,2779,554,16,1006,0.709761,0.197974,0.511786,0.102026,0.00294659,0.185267,11,492.909,124,623,106,32,0,1,35,0,0,23,80,14,2,8,2,17,24,7,54,2,25,58,8,0,52,23,1029,359
4182,Shakespeare,3.82952,0.0361217,0.348571,323.737,11.295,0.848501,695.655,0.101093,3.04309,-0.143748,485.005,3.82952,0.0361217,5501,3943,985,2958,520,8,1030,0.716779,0.179058,0.53772,0.0945283,0.00145428,0.187239,10,549.2,163,581,101,39,0,1,37,0,0,15,69,14,2,4,3,17,29,4,52,1,20,75,12,0,51,25,1050,366
4183,Shakespeare,3.81943,0.00565661,0.328754,347.124,10.4944,0.839395,692.658,0.131343,3.00415,-0.14437,474.266,3.81943,0.00565661,5373,3785,899,2886,580,8,1000,0.704448,0.167318,0.53713,0.107947,0.00148893,0.186116,6,894.667,145,584,114,32,1,1,33,0,0,17,62,13,2,3,2,16,25,5,36,0,20,74,9,0,63,18,1019,335
4184,Shakespeare,3.905,0.00300416,0.326,309.82,10.309,0.837739,690.776,0.128834,2.99429,-0.144763,474.191,3.905,0.00300416,5386,3747,784,2963,638,20,981,0.695693,0.145563,0.55013,0.118455,0.00371333,0.182139,7,769.143,138,538,109,67,1,0,29,0,1,21,54,16,2,3,1,12,25,8,36,0,16,87,7,0,65,16,1000,326
4185,Shakespeare,3.86534,0.0602665,0.339248,298.77,10.5003,0.842528,686.485,0.0953846,3.00238,-0.145668,476.733,3.86534,0.0602665,5184,3517,779,2738,694,34,939,0.678434,0.15027,0.528164,0.133873,0.00655864,0.181134,9,575.889,118,496,117,70,2,0,29,0,1,24,62,10,2,6,0,8,24,9,36,0,13,75,6,0,73,13,958,325
4186,Shakespeare,3.98195,0.0331698,0.348195,260.524,10.6868,0.845942,684.801,0.146341,3.01099,-0.146027,489.021,3.98195,0.0331698,5238,3584,771,2813,675,50,929,0.684231,0.147194,0.537037,0.128866,0.00954563,0.177358,11,476.091,137,465,104,85,1,3,30,1,1,16,64,8,2,8,0,9,35,13,43,0,10,66,6,0,78,16,942,328
4187,Shakespeare,3.93867,0.06646,0.35447,257.174,10.9943,0.849013,686.901,0.129032,3.02637,-0.14558,492.903,3.93867,0.06646,5277,3642,720,2922,619,66,950,0.690165,0.136441,0.553724,0.117301,0.0125071,0.180027,8,659.5,152,451,113,64,2,3,32,1,1,10,65,6,3,13,0,7,39,16,48,0,14,69,6,0,89,9,962,341
4188,Shakespeare,3.95639,0.00138884,0.365112,259.042,11.4647,0.853844,689.366,0.127778,3.04884,-0.14506,498.983,3.95639,0.00138884,5388,3772,686,3086,587,56,973,0.700074,0.12732,0.572754,0.108946,0.0103935,0.180586,9,598.222,164,481,102,61,3,3,33,2,1,8,54,15,2,11,0,16,39,16,50,0,15,71,4,0,89,19,986,360
4189,Shakespeare,3.8477,0.00482112,0.372745,236.063,11.7755,0.857096,690.575,0.139785,3.06305,-0.144806,504.032,3.8477,0.00482112,5323,3707,637,3070,579,56,981,0.696412,0.119669,0.576742,0.108773,0.0105204,0.184295,12,443,167,422,111,52,3,1,32,1,1,14,52,26,2,9,0,19,36,15,56,0,15,79,4,0,94,24,998,372
4190,Shakespeare,3.75928,0.0240466,0.366098,273.639,11.5597,0.854469,690.475,0.115068,3.05345,-0.144827,497.496,3.75928,0.0240466,5229,3651,689,2962,576,24,978,0.698221,0.131765,0.566456,0.110155,0.00458979,0.187034,14,372.929,166,438,119,44,2,2,34,1,0,20,50,29,1,4,0,21,38,8,54,0,15,65,5,0,92,27,997,365
4191,Shakespeare,3.8002,0.0568989,0.376623,245.05,11.9158,0.858656,690.875,0.124668,3.06927,-0.144743,504.305,3.8002,0.0568989,5282,3680,646,3034,575,48,979,0.696706,0.122302,0.574404,0.10886,0.00908747,0.185346,12,439.667,179,381,122,50,0,2,29,0,0,26,59,22,3,8,0,17,46,16,50,0,13,64,6,0,92,25,1001,377
4192,Shakespeare,3.85804,0.027824,0.329127,386.466,10.1497,0.837943,685.751,0.162939,2.98451,-0.145824,472.73,3.85804,0.027824,5156,3534,784,2750,656,28,938,0.685415,0.152056,0.533359,0.12723,0.00543057,0.181924,7,736,133,530,104,38,4,3,31,1,0,25,64,15,4,3,0,13,20,11,40,0,12,62,1,0,75,17,951,313
4193,Shakespeare,3.76833,0.057646,0.332625,406.92,10.2035,0.839236,684.694,0.182109,2.9869,-0.146049,467.431,3.76833,0.057646,5036,3418,813,2605,659,28,931,0.678713,0.161438,0.517276,0.130858,0.00555997,0.184869,8,628.875,121,547,111,40,3,0,34,1,0,19,61,12,3,1,0,12,17,9,40,0,14,58,2,0,78,18,941,313
4194,Shakespeare,3.78409,0.0573429,0.332645,388.933,10.3495,0.839906,687.523,0.142857,2.99522,-0.145448,473.042,3.78409,0.0573429,5154,3557,816,2741,622,16,959,0.690144,0.158324,0.53182,0.120683,0.00310438,0.186069,8,643.625,113,574,116,40,2,0,34,2,0,21,60,8,3,4,0,10,23,5,49,1,17,59,3,0,80,18,968,322
4195,Shakespeare,3.94203,0.00186519,0.36646,325.026,11.3898,0.853944,687.316,0.112994,3.04483,-0.145492,490.479,3.94203,0.00186519,5295,3693,805,2888,617,32,953,0.69745,0.15203,0.54542,0.116525,0.00604344,0.179981,11,480.909,129,514,118,44,0,0,33,1,0,17,67,9,2,7,1,12,27,12,57,1,18,59,5,0,69,16,966,354
4196,Shakespeare,3.95306,0.0623883,0.353061,305.685,11.0526,0.848841,688.755,0.112717,3.02969,-0.145188,488.314,3.95306,0.0623883,5359,3766,750,3016,600,28,965,0.702743,0.139951,0.562792,0.111961,0.00522486,0.180071,13,411.769,155,480,118,42,0,0,29,1,0,20,70,9,2,9,1,13,28,12,64,1,18,65,4,0,58,17,980,346
4197,Shakespeare,3.87845,0.035845,0.351379,289.992,10.9943,0.848125,688.653,0.148256,3.02692,-0.14521,490.559,3.87845,0.035845,5276,3672,712,2960,610,36,958,0.695982,0.134951,0.561031,0.115618,0.00682335,0.181577,12,439.25,159,451,114,48,1,1,34,0,0,20,78,7,3,9,1,13,33,14,59,0,17,67,6,0,58,16,979,344
4198,Shakespeare,3.86245,0.0360447,0.342369,263.161,10.805,0.844742,690.375,0.123167,3.01847,-0.144848,493.221,3.86245,0.0360447,5323,3717,664,3053,598,36,972,0.69829,0.124742,0.573549,0.112343,0.0067631,0.182604,13,409.077,155,425,123,59,3,1,35,1,0,19,86,7,3,7,0,15,32,11,60,1,17,69,6,0,76,17,996,341
4199,Shakespeare,3.9238,0.0621551,0.344468,275.626,10.6618,0.844752,686.485,0.148485,3.0103,-0.145668,490.915,3.9238,0.0621551,5239,3597,730,2867,656,48,938,0.686581,0.13934,0.547242,0.125215,0.00916205,0.179042,15,348.933,139,483,110,54,3,2,29,1,0,16,86,5,4,6,0,12,27,12,53,2,13,72,6,0,78,17,958,330
4200,Shakespeare,4.02468,0.0663205,0.36588,283.23,11.1698,0.852947,683.733,0.131965,3.03365,-0.146255,493.932,4.02468,0.0663205,5232,3576,782,2794,687,56,913,0.683486,0.149465,0.534021,0.131307,0.0107034,0.174503,18,290.278,140,520,95,48,3,1,21,1,0,14,69,6,4,3,0,13,25,12,52,2,14,65,6,0,85,19,932,341
4201,Shakespeare,3.98421,0.000512278,0.372632,283.191,11.4853,0.856024,685.646,0.132768,3.04868,-0.145847,495.708,3.98421,0.000512278,5268,3624,765,2859,659,52,933,0.687927,0.145216,0.542711,0.125095,0.00987092,0.177107,15,350.867,156,541,99,50,2,2,20,0,0,17,61,7,3,5,0,8,28,11,51,2,8,72,5,0,82,13,950,354
4202,Shakespeare,3.97686,0.000733919,0.379276,251.873,11.9577,0.859529,690.174,0.122016,3.07088,-0.14489,504.339,3.97686,0.000733919,5427,3812,726,3086,611,36,968,0.702414,0.133776,0.568638,0.112585,0.0066335,0.178367,12,452,161,508,115,57,2,1,30,0,1,16,63,10,1,11,1,9,29,8,52,2,6,78,8,0,77,10,994,377
4203,Shakespeare,3.96047,0.126981,0.37747,234.323,12.0081,0.859204,691.968,0.133508,3.07357,-0.144514,505.849,3.96047,0.126981,5489,3865,656,3209,583,48,993,0.704136,0.119512,0.584624,0.106212,0.00874476,0.180907,9,609.778,166,465,122,67,2,2,32,0,1,15,66,15,1,13,1,8,32,13,57,2,7,88,6,0,74,10,1012,382
4204,Shakespeare,4.07787,0.066511,0.402664,262.509,12.5796,0.86785,688.346,0.117048,3.09665,-0.145275,507.237,4.07787,0.066511,5465,3818,738,3080,626,60,961,0.698628,0.135041,0.563586,0.114547,0.010979,0.175846,11,496.545,154,480,96,56,1,1,34,0,1,9,65,13,1,11,2,8,37,15,56,1,12,75,4,0,70,16,976,393
